node_id,node_type,label,handle,degree,total_comments
UCOARn3hnfkB7-_Rwa8Hoqcw,author,@nicelol5241,/@nicelol5241,1,1
UC9Wp6vL5oCU37qC3Aj94WZA,author,@ManuelSanchez-b8q2z,/@ManuelSanchez-b8q2z,1,1
UCIXLDYqR_syskKRJy_x9W9Q,author,@carlitosramirez4739,/@carlitosramirez4739,1,1
UCYN4wSQ1Sx4_LurxLlW7MPg,author,@belarminavillatoro6474,/@belarminavillatoro6474,1,1
UCTTILH6QCIxbTnEWxwRqs1g,author,@3762Jorge,/@3762Jorge,1,1
UC5bG9nc_JV3FsNP2KseQiYw,author,@giovannirodas4836,/@giovannirodas4836,1,1
UCKDR0f2fu2UzWL8mBv5-BHw,author,@mireyamorales6595,/@mireyamorales6595,1,1
UCbYoNG5J3Au5BqtbXogfEFw,author,@Luis-gn3fj,/@Luis-gn3fj,1,1
UCl0ekS9Tt0jJGtOEM18S63w,author,@monkchapin,/@monkchapin,1,1
UCVQf0tzL7xRzFJsABVVULpg,author,@DennisseLopetegi,/@DennisseLopetegi,1,1
UCsSXdJct-nsS8DsABoEsaYA,author,@IvánPérez-j4j,/@Iv%C3%A1nP%C3%A9rez-j4j,1,1
UC9xr9QvIcDvoZNUX5f-jaZw,author,@MariaaliciaColonmorales,/@MariaaliciaColonmorales,1,1
UCpl8rF8uv_8uui-QRvuJaRA,author,@SergioGarcia-z9c,/@SergioGarcia-z9c,1,1
UClhMWQ7XKWywYvbRnuf8QsA,author,@EcPerez-zz9oh,/@EcPerez-zz9oh,1,1
UC4kg7zuTfqQKLd2bkZrSYBA,author,@zoilagarcia9019,/@zoilagarcia9019,1,1
UCbNanjFI51cwGqMAb2rOrBw,author,@RosaMontesdeOca777,/@RosaMontesdeOca777,1,1
UC2weSE8rpqkGMOp6StYtVfg,author,@katerynsantiago2907,/@katerynsantiago2907,1,1
UCyzf29IYjNw67gGIfsjgtxA,author,@carlosoliva9249,/@carlosoliva9249,1,1
UCaT6M2zp7X6r6Whd8Vv3kHQ,author,@alexarcos8349,/@alexarcos8349,1,1
UC3NMzdMYryaw82kPTnsaljg,author,@marisosa7832,/@marisosa7832,1,1
UCSou6a2OuYGSvPjm5psquyA,author,@FranciscoRivera-sf7ne,/@FranciscoRivera-sf7ne,1,1
UCtNyHmRZtvGF2hSvI2dUBWw,author,@aureliomaldonado4793,/@aureliomaldonado4793,1,2
UCGqKxQS-z3NZzZF-2w338AA,author,@samuelaguilar529,/@samuelaguilar529,1,1
UCXO1BBohNWXkK9SBDAG2ySg,author,@JBFlute92,/@JBFlute92,1,1
UChyps3dqY-VY1_wLeq-2lhw,author,@maydamorales4395,/@maydamorales4395,1,1
UCXgr7vXlRrsaskPdo097kGA,author,@Rogergh-nw4oj,/@Rogergh-nw4oj,1,1
UC4cXueR2bKGFJV0Fk76gwmA,author,@aluxdel4792,/@aluxdel4792,1,1
UCmvOgzmmXbjUthHy-WJ52hQ,author,@mariorodas593,/@mariorodas593,1,1
UC6xI_MOaxajIWpoP8BH6E_Q,author,@jahirdiaz5862,/@jahirdiaz5862,1,1
UCtMBF_1O2jY2INlb_luuB_A,author,@mynorgudiel8646,/@mynorgudiel8646,1,1
UCrqXyRsg-_hTosURZ-uvoKg,author,@flornolberto2425,/@flornolberto2425,1,1
UCGZMgmM92E3njyXNe9-kjAQ,author,@pasionpornada,/@pasionpornada,1,1
UCOY3XpD9qMCRSA8AA8c4CAw,author,@franciscorodas9686,/@franciscorodas9686,1,1
UCfRqgt2O-vjzUDMZY_tnxQw,author,@Williams-Garcia67E,/@Williams-Garcia67E,1,1
UCjJf-AJKRFFWtiN-CSwkDmA,author,@2jose82,/@2jose82,1,1
UCBtB5dIyx-C16UN8ClUD2UA,author,@alexmonzon4257,/@alexmonzon4257,1,1
UCDUffaruH6dyUnUGwsTKpgg,author,@luisletona2842,/@luisletona2842,1,1
UCgGqw4aqMdMVSGkKiMgrJRQ,author,@pattyfigueroa5609,/@pattyfigueroa5609,1,1
UC32oozucwCF3q8d4m8fyOUg,author,@RauldejesusOlivagonzalez,/@RauldejesusOlivagonzalez,1,1
UCvApqeCbLod-wejtT4CcVuA,author,@davidgaher9550,/@davidgaher9550,1,1
UCHGd14aYuZZShLD73dkk6mg,author,@noemiherrera3152,/@noemiherrera3152,1,1
UCiMythXHsw7eQEMykCdmMUA,author,@JavierBecerra-h6x,/@JavierBecerra-h6x,1,1
UC-fiZBS5Gp1eCJd9ucgWnCg,author,@Tommii.10,/@Tommii.10,1,1
UC5PrBbmUlQolwqmiru7yZhw,author,@lazarochavez8269,/@lazarochavez8269,1,1
UC094EFEmMSdwVa8NQjjYBXg,author,@CelestinoQuej-j7k,/@CelestinoQuej-j7k,1,1
UCGm3gRBEHGRJYmtCryZLtDw,author,@JoséLopez-g6k,/@Jos%C3%A9Lopez-g6k,1,1
UCwUAv3_LpWVtTIi7lkmTL7A,author,@kingr4706,/@kingr4706,1,1
UC5wuDq3U3vRAhOQI3D7gNdw,author,@allanreneramirezgonzalez534,/@allanreneramirezgonzalez534,1,1
UCsJJAvrVGupdmhOqgtDp8dg,author,@nestorlorenzana1168,/@nestorlorenzana1168,1,1
UCtNfIBnc5S5DbbQj_yxgJTw,author,@JosueRamirez-ey3ih,/@JosueRamirez-ey3ih,1,1
UC-Iul5tDYH_oiAMXQH-KaaQ,author,@AlbertoMancilla-p9h,/@AlbertoMancilla-p9h,1,1
UCyW68EGZey4ao_Vf2cR5Ztg,author,@ZabalaXabier,/@ZabalaXabier,1,1
UCZjm6U576nX8WOiLhmMR3bw,author,@MariaNavarroYT,/@MariaNavarroYT,1,1
UC_LYoGs5C3mbZKZuKuqYCvw,author,@javiercifuentesarchila6041,/@javiercifuentesarchila6041,1,1
UCRfkkatKrNtAARnXMMYBGlA,author,@BernerSoza-mg3vx,/@BernerSoza-mg3vx,1,1
UCA93ym2TXs_Ibyxb4Vcn-6Q,author,@oswaldosolis8728,/@oswaldosolis8728,1,1
UCAmtbUiIrUIhikru0ZoTFig,author,@Aura-vf6dm,/@Aura-vf6dm,1,1
UCr1emrogPKkKTs_WTtx71xg,author,@domingopeneleu6457,/@domingopeneleu6457,1,1
UCRznz9-N3Qc1w-qNdLSIY2Q,author,@jimmygomez724,/@jimmygomez724,1,1
UCY7Hq7F9Lnucf-Yr6JkHZNw,author,@maynorcalel1442,/@maynorcalel1442,1,1
UCjSKM9j0Q7HLDr1hD6D-TUw,author,@josehidalgo4875,/@josehidalgo4875,1,1
UCwCfs-2zbD5k0lG-UVg_JBw,author,@JessicaHuaz-96,/@JessicaHuaz-96,1,1
UC8xlJWNHz1V_W6q3fbuQH8g,author,@NormaLópez-v7e,/@NormaL%C3%B3pez-v7e,1,1
UCgQJgI9vu1FI2dnC9mrFthw,author,@srms70,/@srms70,1,1
UCRETAiYdh2dL5ZxB0_N1zDA,author,@Joseroland21,/@Joseroland21,1,1
UCi-vPdnpQreC7BkFs40mJGA,author,@bryansicasales4280,/@bryansicasales4280,1,1
UCsjs5Hp_r86x1xbK6FAeqaA,author,@alvaroesquivel563,/@alvaroesquivel563,1,1
UCRcSR3Lvn9DZAmJpVPANfZQ,author,@WalksandSuch,/@WalksandSuch,1,1
UCGX_UbAQOXGZknv5iqklwTA,author,@ronaldgarcia8522,/@ronaldgarcia8522,1,1
UC-hfX8J5JPJ-dfuakzegMLA,author,@normaleticiaorozcojuarez2418,/@normaleticiaorozcojuarez2418,1,1
j43HgwYFKfk,video,La cooptación de Walter Mazariegos en la USAC,j43HgwYFKfk,49,50
06mFNPU0aB8,video,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,06mFNPU0aB8,13,14
OkXlHx0hx-8,video,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,OkXlHx0hx-8,18,25
yLZS3JiEBg8,video,Arroz con pollo a la MONOPOLIO,yLZS3JiEBg8,16,16
n8iP75gIpmw,video,Qué rico come tu diputado,n8iP75gIpmw,128,161
lj983NWyAQY,video,Plan 2032 Ciudad de Guatemala,lj983NWyAQY,25,25
ndAZjHqzzT8,video,Internet: escoger el menos malo,ndAZjHqzzT8,10,12
6W4u8sGEnGM,video,Inician los trabajos de recuperación del Puente Belice II.,6W4u8sGEnGM,32,45
TT4qJ5FXHYE,video,"I’x K’at: el primer equipo guatemalteco de pelota maya, conformado únicamente por mujeres.",TT4qJ5FXHYE,4,4
X_FAIef8qlE,video,Cruzando la ciudad a puro Transmetro,X_FAIef8qlE,1,1
zweosulrwA8,video,Edén por Salud: empleo inclusivo para personas con discapacidad en Antigua | Super - Episodio 2,zweosulrwA8,1,1
JkpVO1hx2f8,video,10 Preguntas a un año del Paro Nacional,JkpVO1hx2f8,3,3
PjmxCj-a9Hg,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,PjmxCj-a9Hg,19,25
b_Hkrkl3adA,video,Bloqueos en Guatemala este 31 de agosto por alza en combustibles afectan rutas principales,b_Hkrkl3adA,7,7
is3Mk5oC19g,video,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu,is3Mk5oC19g,7,7
WIUZtitfLRw,video,Caminar en una ciudad hecha para carros,WIUZtitfLRw,6,6
3Nfp9h5avBI,video,"Noticiero en Directo 1 pm, 28 de Agosto de 2026",3Nfp9h5avBI,2,2
UhL9y3KUl8E,video,SHAI WA: la vecina queer de Casa Presidencial,UhL9y3KUl8E,1,1
s0eco-BofOs,video,¿Quiénes pagan más en Centroamérica?,s0eco-BofOs,1,1
